transaction_id,amount,payment_method,failure_reason,recovery_probability,priority,recommended_action,action_status,actual_recovered
TX00151,14614.76,Card,Technical Error,99.85,High,Retry Payment,Retry Initiated,1
TX03361,4351.5,Card,Technical Error,12.47,Low,Defer Recovery,Deferred,1
TX07209,10128.6,NetBanking,Authentication Failed,18.48,Low,Defer Recovery,Deferred,1
TX09664,42959.73,Wallet,Insufficient Funds,27.49,Low,Defer Recovery,Deferred,1
TX06267,30293.07,Card,Timeout,99.42,High,Generate Payment Link,Payment Link Created,1
TX09424,16422.27,Card,Technical Error,99.82,High,Retry Payment,Retry Initiated,1
TX01341,30809.9,NetBanking,Technical Error,89.31,High,Generate Payment Link,Payment Link Created,0
TX08306,11084.46,UPI,Timeout,99.44,High,Generate Payment Link,Payment Link Created,1
TX01333,3273.71,Card,Bank Declined,2.22,Low,Defer Recovery,Deferred,0
TX04643,9950.45,NetBanking,Authentication Failed,16.1,Low,Defer Recovery,Deferred,1
TX07744,10952.47,NetBanking,Insufficient Funds,98.99,High,Generate Payment Link,Payment Link Created,1
TX02280,3174.24,NetBanking,Insufficient Funds,4.88,Low,Defer Recovery,Deferred,0
TX04649,44240.14,Wallet,Technical Error,14.98,Low,Defer Recovery,Deferred,0
TX00379,23774.3,UPI,Bank Declined,99.32,High,Retry Payment,Retry Initiated,1
TX09006,18624.26,Wallet,Authentication Failed,99.17,High,Retry Payment,Retry Initiated,1
TX03711,32549.82,Wallet,Authentication Failed,99.23,High,Retry Payment,Retry Initiated,1
TX05519,18264.97,NetBanking,Bank Declined,98.96,High,Retry Payment,Retry Initiated,0
TX05154,22621.7,Card,Insufficient Funds,98.61,High,Generate Payment Link,Payment Link Created,1
TX03074,18304.42,Wallet,Insufficient Funds,24.43,Low,Defer Recovery,Deferred,0
TX09757,19278.52,UPI,Technical Error,20.57,Low,Defer Recovery,Deferred,1
TX07546,30204.25,Card,Bank Declined,32.5,Low,Defer Recovery,Deferred,1
TX02965,15757.73,UPI,Technical Error,43.03,Medium,Send Notification,Notification Sent,1
TX09482,49461.41,UPI,Timeout,98.67,High,Retry Payment,Retry Initiated,1
TX01026,18147.14,Card,Insufficient Funds,97.67,High,Generate Payment Link,Payment Link Created,1
TX06098,2294.18,Wallet,Technical Error,16.56,Low,Defer Recovery,Deferred,1
TX05945,37773.44,UPI,Bank Declined,99.7,High,Retry Payment,Retry Initiated,1
TX01479,37475.05,NetBanking,Bank Declined,91.15,High,Generate Payment Link,Payment Link Created,0
TX07650,27330.58,Card,Insufficient Funds,5.39,Low,Defer Recovery,Deferred,0
TX03380,48901.87,Wallet,Timeout,97.89,High,Generate Payment Link,Payment Link Created,0
TX01000,35149.7,Wallet,Authentication Failed,99.43,High,Retry Payment,Retry Initiated,1
TX05289,48651.57,Card,Technical Error,19.76,Low,Defer Recovery,Deferred,1
TX03889,31538.73,Wallet,Timeout,99.37,High,Retry Payment,Retry Initiated,1
TX04908,510.33,Wallet,Bank Declined,3.44,Low,Defer Recovery,Deferred,0
TX03745,25336.54,Card,Technical Error,34.98,Low,Defer Recovery,Deferred,1
TX03241,14168.28,UPI,Timeout,7.16,Low,Defer Recovery,Deferred,0
TX08201,9962.62,UPI,Insufficient Funds,1.61,Low,Defer Recovery,Deferred,0
TX06540,30473.51,Card,Bank Declined,8.81,Low,Defer Recovery,Deferred,0
TX04102,45548.67,Card,Authentication Failed,45.19,Medium,Send Notification,Notification Sent,1
TX08410,43082.0,Card,Insufficient Funds,97.47,High,Retry Payment,Retry Initiated,1
TX09117,10325.31,Card,Bank Declined,2.9,Low,Defer Recovery,Deferred,0
TX03212,45164.57,NetBanking,Insufficient Funds,99.64,High,Generate Payment Link,Payment Link Created,1
TX06577,38630.41,NetBanking,Bank Declined,99.72,High,Generate Payment Link,Payment Link Created,1
TX04602,13665.85,UPI,Timeout,2.89,Low,Defer Recovery,Deferred,0
TX08707,48690.04,UPI,Technical Error,99.94,High,Retry Payment,Retry Initiated,1
TX07256,19890.78,Wallet,Timeout,2.76,Low,Defer Recovery,Deferred,0
TX09650,17722.4,NetBanking,Insufficient Funds,8.9,Low,Defer Recovery,Deferred,0
TX05606,11631.34,Wallet,Bank Declined,24.89,Low,Defer Recovery,Deferred,1
TX00181,23439.26,UPI,Insufficient Funds,2.53,Low,Defer Recovery,Deferred,0
TX04804,21753.37,NetBanking,Technical Error,99.88,High,Retry Payment,Retry Initiated,1
TX08649,39550.55,Wallet,Authentication Failed,3.01,Low,Defer Recovery,Deferred,0
TX00925,29719.41,Card,Bank Declined,99.87,High,Retry Payment,Retry Initiated,1
TX08062,21018.08,NetBanking,Timeout,7.79,Low,Defer Recovery,Deferred,1
TX01466,47101.09,Wallet,Timeout,3.99,Low,Defer Recovery,Deferred,0
TX08982,48733.0,NetBanking,Insufficient Funds,98.64,High,Generate Payment Link,Payment Link Created,1
TX03728,43826.99,Wallet,Authentication Failed,18.96,Low,Defer Recovery,Deferred,0
TX08327,45653.51,NetBanking,Bank Declined,99.8,High,Retry Payment,Retry Initiated,1
TX09797,37003.6,Wallet,Technical Error,59.06,Medium,Send Notification,Notification Sent,1
TX04437,36694.74,Wallet,Insufficient Funds,3.51,Low,Defer Recovery,Deferred,0
TX03157,3575.33,Wallet,Authentication Failed,3.27,Low,Defer Recovery,Deferred,0
TX01082,42125.47,NetBanking,Timeout,92.63,High,Generate Payment Link,Payment Link Created,0
TX04152,14078.69,UPI,Bank Declined,99.37,High,Generate Payment Link,Payment Link Created,1
TX09867,49524.54,Wallet,Insufficient Funds,98.44,High,Generate Payment Link,Payment Link Created,1
TX02486,8916.45,NetBanking,Authentication Failed,99.7,High,Retry Payment,Retry Initiated,1
TX08559,48615.76,Wallet,Authentication Failed,97.26,High,Generate Payment Link,Payment Link Created,0
TX09815,6439.96,Card,Bank Declined,1.08,Low,Defer Recovery,Deferred,0
TX02953,22511.26,UPI,Technical Error,2.21,Low,Defer Recovery,Deferred,0
TX04082,47999.84,NetBanking,Authentication Failed,40.42,Medium,Send Notification,Notification Sent,0
TX01896,40314.7,Card,Insufficient Funds,15.28,Low,Defer Recovery,Deferred,0
TX04492,24726.11,UPI,Technical Error,11.69,Low,Defer Recovery,Deferred,1
TX00339,35231.17,UPI,Authentication Failed,1.83,Low,Defer Recovery,Deferred,0
TX04110,46375.58,Card,Bank Declined,6.71,Low,Defer Recovery,Deferred,0
TX08935,32706.25,UPI,Timeout,98.72,High,Retry Payment,Retry Initiated,0
TX04850,28316.27,Wallet,Authentication Failed,93.8,High,Generate Payment Link,Payment Link Created,0
TX05518,18478.69,NetBanking,Timeout,48.22,Medium,Send Notification,Notification Sent,0
TX07199,34242.06,NetBanking,Technical Error,1.47,Low,Defer Recovery,Deferred,0
TX02883,45431.03,UPI,Insufficient Funds,21.89,Low,Defer Recovery,Deferred,1
TX00427,43413.18,NetBanking,Bank Declined,97.81,High,Retry Payment,Retry Initiated,1
TX03671,24841.39,NetBanking,Bank Declined,99.55,High,Retry Payment,Retry Initiated,1
TX05927,46223.39,UPI,Bank Declined,99.28,High,Generate Payment Link,Payment Link Created,1
TX07725,42714.64,Card,Technical Error,99.59,High,Retry Payment,Retry Initiated,1
TX06870,29504.66,NetBanking,Insufficient Funds,12.27,Low,Defer Recovery,Deferred,0
TX09836,7583.85,UPI,Technical Error,99.82,High,Retry Payment,Retry Initiated,1
TX05467,23666.82,Wallet,Technical Error,3.68,Low,Defer Recovery,Deferred,0
TX03872,47136.22,Card,Insufficient Funds,14.08,Low,Defer Recovery,Deferred,0
TX00416,6757.48,NetBanking,Insufficient Funds,1.94,Low,Defer Recovery,Deferred,1
TX05714,26260.47,UPI,Bank Declined,68.21,Medium,Send Notification,Notification Sent,1
TX02021,43356.08,Wallet,Authentication Failed,12.73,Low,Defer Recovery,Deferred,1
TX01029,39179.69,Wallet,Insufficient Funds,99.85,High,Retry Payment,Retry Initiated,1
TX01039,9448.6,Wallet,Authentication Failed,99.91,High,Retry Payment,Retry Initiated,1
TX05195,48823.02,Card,Authentication Failed,96.12,High,Generate Payment Link,Payment Link Created,1
TX00310,28869.59,Wallet,Authentication Failed,94.7,High,Generate Payment Link,Payment Link Created,1
TX00445,17114.0,NetBanking,Technical Error,18.87,Low,Defer Recovery,Deferred,1
TX05437,28828.39,Wallet,Timeout,99.91,High,Retry Payment,Retry Initiated,1
TX04145,22742.31,UPI,Insufficient Funds,35.04,Low,Defer Recovery,Deferred,1
TX01783,16070.97,NetBanking,Bank Declined,97.49,High,Retry Payment,Retry Initiated,1
TX00456,3357.31,Card,Timeout,57.16,Medium,Send Notification,Notification Sent,1
TX05283,25181.73,Card,Bank Declined,99.57,High,Generate Payment Link,Payment Link Created,1
TX01943,44990.66,UPI,Bank Declined,1.82,Low,Defer Recovery,Deferred,0
TX05311,16248.11,UPI,Insufficient Funds,19.21,Low,Defer Recovery,Deferred,1
TX07311,22992.54,Card,Technical Error,95.68,High,Generate Payment Link,Payment Link Created,0
TX01532,44823.21,NetBanking,Insufficient Funds,95.75,High,Generate Payment Link,Payment Link Created,1
TX03075,43682.23,NetBanking,Bank Declined,98.22,High,Generate Payment Link,Payment Link Created,1
TX00420,5305.22,Wallet,Authentication Failed,3.87,Low,Defer Recovery,Deferred,0
TX01877,12073.45,UPI,Timeout,15.61,Low,Defer Recovery,Deferred,0
TX07750,38971.53,Wallet,Authentication Failed,99.65,High,Retry Payment,Retry Initiated,1
TX01516,7006.04,Card,Authentication Failed,9.43,Low,Defer Recovery,Deferred,0
TX05866,29650.29,Wallet,Timeout,5.69,Low,Defer Recovery,Deferred,0
TX03539,18636.02,UPI,Authentication Failed,9.38,Low,Defer Recovery,Deferred,0
TX00239,26712.85,Card,Technical Error,99.92,High,Retry Payment,Retry Initiated,1
TX07368,3332.13,Card,Bank Declined,2.48,Low,Defer Recovery,Deferred,0
TX03259,29078.78,NetBanking,Bank Declined,99.48,High,Generate Payment Link,Payment Link Created,1
TX04371,381.0,UPI,Technical Error,98.01,High,Generate Payment Link,Payment Link Created,1
TX01042,36194.18,Wallet,Insufficient Funds,0.96,Low,Defer Recovery,Deferred,0
TX07327,45670.96,NetBanking,Bank Declined,7.24,Low,Defer Recovery,Deferred,0
TX01211,47542.16,Card,Authentication Failed,99.63,High,Retry Payment,Retry Initiated,1
TX01955,18315.87,NetBanking,Technical Error,2.41,Low,Defer Recovery,Deferred,0
TX07638,2815.07,UPI,Bank Declined,3.16,Low,Defer Recovery,Deferred,0
TX06491,17636.94,UPI,Timeout,13.39,Low,Defer Recovery,Deferred,0
